,Euclidean Distance,Rep,Media,Passage,Treatment,Complexity
1102,0.008160933,1,Xylan Mono,3,COMM10<DL,0.203
1103,0.012113774,2,Xylan Mono,3,COMM10<DL,0.203
1104,0.015205488,2,Xylan Mono,3,COMM10<DL,0.203
1105,0.005360028,2,Xylan Mono,3,COMM10<DL,0.203
1106,0.156397844,0,Laminarin,3,COMM10<PJ,0.226
1107,0.109946568,0,Laminarin,3,COMM10<PJ,0.226
1108,0.059573341,1,Laminarin,3,COMM10<PJ,0.226
1109,0.155845299,1,Laminarin,3,COMM10<PJ,0.226
1110,0.026907461,2,Laminarin,3,COMM10<PJ,0.226
1111,0.203430738,2,Laminarin,3,COMM10<PJ,0.226
1112,0.300923612,0,Laminarin,3,COMM10<BT,0.226
1113,0.104996057,0,Laminarin,3,COMM10<BT,0.226
1114,0.124521802,0,Laminarin,3,COMM10<BV,0.226
1115,0.130079575,0,Laminarin,3,COMM10<BV,0.226
1116,0.03027554,0,Laminarin,3,COMM10<DP,0.226
1117,0.188463846,0,Laminarin,3,COMM10<DP,0.226
1118,0.081797131,1,Laminarin,3,COMM10<DP,0.226
1119,0.127432464,1,Laminarin,3,COMM10<DP,0.226
1120,0.033412146,2,Laminarin,3,COMM10<DP,0.226
1121,0.186811862,2,Laminarin,3,COMM10<DP,0.226
1122,0.019584809,0,Laminarin,3,COMM10<BP,0.226
1123,0.208406557,0,Laminarin,3,COMM10<BP,0.226
1124,0.030545965,0,Laminarin,3,COMM10<EL,0.226
1125,0.230288267,0,Laminarin,3,COMM10<EL,0.226
1126,0.041135388,0,Laminarin,3,COMM10<BH,0.226
1127,0.190264783,0,Laminarin,3,COMM10<BH,0.226
1128,0.031055792,1,Laminarin,3,COMM10<BH,0.226
1129,0.222222885,1,Laminarin,3,COMM10<BH,0.226
1130,0.041481418,0,Laminarin,3,COMM10<AC,0.226
1131,0.19707066,0,Laminarin,3,COMM10<AC,0.226
1132,0.022347078,0,Laminarin,3,COMM10<DL,0.226
1133,0.229134302,0,Laminarin,3,COMM10<DL,0.226
1134,0.059503152,1,Laminarin,3,COMM10<DL,0.226
1135,0.2661207,1,Laminarin,3,COMM10<DL,0.226
1136,0.027968976,2,Laminarin,3,COMM10<DL,0.226
1137,0.234521857,2,Laminarin,3,COMM10<DL,0.226
1138,0.213583062,0,Xylan,3,COMM10<PJ,0.407
1139,0.217748147,0,Xylan,3,COMM10<PJ,0.407
1140,0.193689138,0,Xylan,3,COMM10<PJ,0.407
1141,0.148863821,0,Xylan,3,COMM10<BT,0.407
1142,0.154094352,0,Xylan,3,COMM10<BT,0.407
1143,0.165207613,0,Xylan,3,COMM10<BT,0.407
1144,0.094631855,1,Xylan,3,COMM10<BT,0.407
1145,0.099193828,1,Xylan,3,COMM10<BT,0.407
1146,0.105659267,1,Xylan,3,COMM10<BT,0.407
1147,0.10006866,2,Xylan,3,COMM10<BT,0.407
1148,0.106998634,2,Xylan,3,COMM10<BT,0.407
1149,0.10457494,2,Xylan,3,COMM10<BT,0.407
1150,0.111289033,0,Xylan,3,COMM10<BV,0.407
1151,0.12123334,0,Xylan,3,COMM10<BV,0.407
1152,0.117551612,0,Xylan,3,COMM10<BV,0.407
1153,0.117515224,1,Xylan,3,COMM10<BV,0.407
1154,0.129115383,1,Xylan,3,COMM10<BV,0.407
1155,0.129186873,1,Xylan,3,COMM10<BV,0.407
1156,0.078046837,2,Xylan,3,COMM10<BV,0.407
1157,0.090462467,2,Xylan,3,COMM10<BV,0.407
1158,0.090056835,2,Xylan,3,COMM10<BV,0.407
1159,0.232479508,0,Xylan,3,COMM10<DP,0.407
1160,0.235627249,0,Xylan,3,COMM10<DP,0.407
1161,0.233101991,0,Xylan,3,COMM10<DP,0.407
1162,0.092771096,0,Xylan,3,COMM10<BP,0.407
1163,0.10358047,0,Xylan,3,COMM10<BP,0.407
1164,0.10374369,0,Xylan,3,COMM10<BP,0.407
1165,0.025779404,1,Xylan,3,COMM10<BP,0.407
1166,0.047322064,1,Xylan,3,COMM10<BP,0.407
1167,0.039939121,1,Xylan,3,COMM10<BP,0.407
1168,0.033097081,2,Xylan,3,COMM10<BP,0.407
1169,0.050239927,2,Xylan,3,COMM10<BP,0.407
1170,0.045543737,2,Xylan,3,COMM10<BP,0.407
1171,0.117144183,0,Xylan,3,COMM10<EL,0.407
1172,0.131671746,0,Xylan,3,COMM10<EL,0.407
1173,0.120902235,0,Xylan,3,COMM10<EL,0.407
1174,0.071569764,1,Xylan,3,COMM10<EL,0.407
1175,0.085438207,1,Xylan,3,COMM10<EL,0.407
1176,0.078103962,1,Xylan,3,COMM10<EL,0.407
1177,0.264550062,0,Xylan,3,COMM10<BH,0.407
1178,0.265491747,0,Xylan,3,COMM10<BH,0.407
1179,0.263732991,0,Xylan,3,COMM10<BH,0.407
1180,0.05133524,0,Xylan,3,COMM10<AC,0.407
1181,0.060071862,0,Xylan,3,COMM10<AC,0.407
1182,0.042019076,0,Xylan,3,COMM10<AC,0.407
1183,0.09884585,1,Xylan,3,COMM10<AC,0.407
1184,0.111812853,1,Xylan,3,COMM10<AC,0.407
1185,0.105232565,1,Xylan,3,COMM10<AC,0.407
1186,0.131689359,2,Xylan,3,COMM10<AC,0.407
1187,0.128713009,2,Xylan,3,COMM10<AC,0.407
1188,0.124706942,2,Xylan,3,COMM10<AC,0.407
1189,0.080354693,0,Xylan,3,COMM10<DL,0.407
1190,0.102308771,0,Xylan,3,COMM10<DL,0.407
1191,0.063985052,0,Xylan,3,COMM10<DL,0.407
1192,0.062199575,1,Xylan,3,COMM10<DL,0.407
1193,0.085311916,1,Xylan,3,COMM10<DL,0.407
1194,0.03599695,1,Xylan,3,COMM10<DL,0.407
1195,0.10486662,2,Xylan,3,COMM10<DL,0.407
1196,0.126282224,2,Xylan,3,COMM10<DL,0.407
1197,0.08815681,2,Xylan,3,COMM10<DL,0.407
1198,0.559055763,0,Laminarin Mono,4,COMM10<PJ,0
1199,0.51388556,0,Laminarin Mono,4,COMM10<PJ,0
1200,0.537359785,0,Laminarin Mono,4,COMM10<PJ,0
1201,0.608251982,1,Laminarin Mono,4,COMM10<PJ,0
1202,0.543581872,1,Laminarin Mono,4,COMM10<PJ,0
1203,0.586789587,1,Laminarin Mono,4,COMM10<PJ,0
1204,0.235785496,2,Laminarin Mono,4,COMM10<PJ,0
1205,0.319725998,2,Laminarin Mono,4,COMM10<PJ,0
1206,0.219419506,2,Laminarin Mono,4,COMM10<PJ,0
1207,0.345413118,0,Laminarin Mono,4,COMM10<BT,0
1208,0.387414381,0,Laminarin Mono,4,COMM10<BT,0
1209,0.34474236,0,Laminarin Mono,4,COMM10<BT,0
1210,0.31463708,1,Laminarin Mono,4,COMM10<BT,0
1211,0.387273997,1,Laminarin Mono,4,COMM10<BT,0
1212,0.314076852,1,Laminarin Mono,4,COMM10<BT,0
1213,0.343778556,2,Laminarin Mono,4,COMM10<BT,0
1214,0.379795167,2,Laminarin Mono,4,COMM10<BT,0
1215,0.342339293,2,Laminarin Mono,4,COMM10<BT,0
1216,0.74499587,0,Laminarin Mono,4,COMM10<BV,0
1217,0.36378393,0,Laminarin Mono,4,COMM10<BV,0
1218,0.745400008,0,Laminarin Mono,4,COMM10<BV,0
1219,0.501786187,1,Laminarin Mono,4,COMM10<BV,0
1220,0.306411181,1,Laminarin Mono,4,COMM10<BV,0
1221,0.4950191,1,Laminarin Mono,4,COMM10<BV,0
1222,0.491884061,2,Laminarin Mono,4,COMM10<BV,0
1223,0.391981997,2,Laminarin Mono,4,COMM10<BV,0
1224,0.4890144,2,Laminarin Mono,4,COMM10<BV,0
1225,0.387098983,0,Laminarin Mono,4,COMM10<DP,0
1226,0.403039354,0,Laminarin Mono,4,COMM10<DP,0
1227,0.365924761,0,Laminarin Mono,4,COMM10<DP,0
1228,0.498456909,1,Laminarin Mono,4,COMM10<DP,0
1229,0.409416457,1,Laminarin Mono,4,COMM10<DP,0
1230,0.491528376,1,Laminarin Mono,4,COMM10<DP,0
1231,0.637745317,2,Laminarin Mono,4,COMM10<DP,0
1232,0.509635982,2,Laminarin Mono,4,COMM10<DP,0
1233,0.631046077,2,Laminarin Mono,4,COMM10<DP,0
1234,0.853568829,0,Laminarin Mono,4,COMM10<BP,0
1235,0.56647506,0,Laminarin Mono,4,COMM10<BP,0
1236,0.841766894,0,Laminarin Mono,4,COMM10<BP,0
1237,0.658951934,1,Laminarin Mono,4,COMM10<BP,0
1238,0.367013304,1,Laminarin Mono,4,COMM10<BP,0
1239,0.650746697,1,Laminarin Mono,4,COMM10<BP,0
1240,0.223588966,2,Laminarin Mono,4,COMM10<BP,0
1241,0.352287245,2,Laminarin Mono,4,COMM10<BP,0
1242,0.226282575,2,Laminarin Mono,4,COMM10<BP,0
1243,0.580427587,0,Laminarin Mono,4,COMM10<EL,0
1244,0.401317829,0,Laminarin Mono,4,COMM10<EL,0
1245,0.566289903,0,Laminarin Mono,4,COMM10<EL,0
1246,0.485997625,1,Laminarin Mono,4,COMM10<EL,0
1247,0.369327484,1,Laminarin Mono,4,COMM10<EL,0
1248,0.47533957,1,Laminarin Mono,4,COMM10<EL,0
1249,0.075199456,0,Laminarin Mono,4,COMM10<BH,0
1250,0.459031691,0,Laminarin Mono,4,COMM10<BH,0
1251,0.077591133,0,Laminarin Mono,4,COMM10<BH,0
1252,0.673159788,1,Laminarin Mono,4,COMM10<BH,0
1253,0.477981911,1,Laminarin Mono,4,COMM10<BH,0
1254,0.668097632,1,Laminarin Mono,4,COMM10<BH,0
1255,0.753211056,2,Laminarin Mono,4,COMM10<BH,0
1256,0.455846196,2,Laminarin Mono,4,COMM10<BH,0
1257,0.753224549,2,Laminarin Mono,4,COMM10<BH,0
1258,0.081674229,0,Laminarin Mono,4,COMM10<AC,0
1259,0.414114205,0,Laminarin Mono,4,COMM10<AC,0
1260,0.058162527,0,Laminarin Mono,4,COMM10<AC,0
1261,0.203525421,1,Laminarin Mono,4,COMM10<AC,0
1262,0.330646501,1,Laminarin Mono,4,COMM10<AC,0
1263,0.20459253,1,Laminarin Mono,4,COMM10<AC,0
1264,0.134110704,2,Laminarin Mono,4,COMM10<AC,0
1265,0.534332465,2,Laminarin Mono,4,COMM10<AC,0
1266,0.149685297,2,Laminarin Mono,4,COMM10<AC,0
1267,0.715886515,0,Laminarin Mono,4,COMM10<DL,0
1268,0.324284912,0,Laminarin Mono,4,COMM10<DL,0
1269,0.715600807,0,Laminarin Mono,4,COMM10<DL,0
1270,0.498771215,1,Laminarin Mono,4,COMM10<DL,0
1271,0.130408545,1,Laminarin Mono,4,COMM10<DL,0
1272,0.504315522,1,Laminarin Mono,4,COMM10<DL,0
1273,0.642936134,2,Laminarin Mono,4,COMM10<DL,0
1274,0.434295114,2,Laminarin Mono,4,COMM10<DL,0
1275,0.629408332,2,Laminarin Mono,4,COMM10<DL,0
1276,0.726955512,0,Inulin Mono,4,COMM10<PJ,0.08
1277,0.468292409,0,Inulin Mono,4,COMM10<PJ,0.08
1278,0.402344795,0,Inulin Mono,4,COMM10<PJ,0.08
1279,0.382182168,1,Inulin Mono,4,COMM10<PJ,0.08
1280,0.134719653,1,Inulin Mono,4,COMM10<PJ,0.08
1281,0.120180712,1,Inulin Mono,4,COMM10<PJ,0.08
1282,0.08025043,2,Inulin Mono,4,COMM10<PJ,0.08
1283,0.250429303,2,Inulin Mono,4,COMM10<PJ,0.08
1284,0.3552769,2,Inulin Mono,4,COMM10<PJ,0.08
1285,1.082336242,0,Inulin Mono,4,COMM10<BT,0.08
1286,0.941168131,0,Inulin Mono,4,COMM10<BT,0.08
1287,0.828814804,0,Inulin Mono,4,COMM10<BT,0.08
1288,1.063489266,1,Inulin Mono,4,COMM10<BT,0.08
1289,0.880482878,1,Inulin Mono,4,COMM10<BT,0.08
1290,0.771613293,1,Inulin Mono,4,COMM10<BT,0.08
1291,0.947170446,0,Inulin Mono,4,COMM10<BV,0.08
1292,0.763546763,0,Inulin Mono,4,COMM10<BV,0.08
1293,0.629628996,0,Inulin Mono,4,COMM10<BV,0.08
1294,1.076692451,0,Inulin Mono,4,COMM10<DP,0.08
1295,0.92446435,0,Inulin Mono,4,COMM10<DP,0.08
1296,0.77807954,0,Inulin Mono,4,COMM10<DP,0.08
1297,0.620356713,1,Inulin Mono,4,COMM10<DP,0.08
1298,0.356751115,1,Inulin Mono,4,COMM10<DP,0.08
1299,0.255131554,1,Inulin Mono,4,COMM10<DP,0.08
1300,0.42748379,2,Inulin Mono,4,COMM10<DP,0.08
1301,0.166142786,2,Inulin Mono,4,COMM10<DP,0.08
1302,0.157843831,2,Inulin Mono,4,COMM10<DP,0.08
1303,0.205513289,0,Inulin Mono,4,COMM10<BP,0.08
1304,0.104147045,0,Inulin Mono,4,COMM10<BP,0.08
1305,0.198174888,0,Inulin Mono,4,COMM10<BP,0.08
1306,0.09736371,1,Inulin Mono,4,COMM10<BP,0.08
1307,0.170903966,1,Inulin Mono,4,COMM10<BP,0.08
1308,0.304458983,1,Inulin Mono,4,COMM10<BP,0.08
1309,0.342679249,2,Inulin Mono,4,COMM10<BP,0.08
1310,0.08602188,2,Inulin Mono,4,COMM10<BP,0.08
1311,0.127954876,2,Inulin Mono,4,COMM10<BP,0.08
1312,0.170702297,0,Inulin Mono,4,COMM10<EL,0.08
1313,0.098361166,0,Inulin Mono,4,COMM10<EL,0.08
1314,0.232541607,0,Inulin Mono,4,COMM10<EL,0.08
1315,0.071572553,1,Inulin Mono,4,COMM10<EL,0.08
1316,0.31890556,1,Inulin Mono,4,COMM10<EL,0.08
1317,0.429833447,1,Inulin Mono,4,COMM10<EL,0.08
1318,0.628509612,2,Inulin Mono,4,COMM10<EL,0.08
1319,0.401502665,2,Inulin Mono,4,COMM10<EL,0.08
1320,0.309018044,2,Inulin Mono,4,COMM10<EL,0.08
1321,0.051987737,0,Inulin Mono,4,COMM10<BH,0.08
1322,0.221098459,0,Inulin Mono,4,COMM10<BH,0.08
1323,0.344000282,0,Inulin Mono,4,COMM10<BH,0.08
1324,0.453494215,1,Inulin Mono,4,COMM10<BH,0.08
1325,0.19121382,1,Inulin Mono,4,COMM10<BH,0.08
1326,0.172930839,1,Inulin Mono,4,COMM10<BH,0.08
1327,0.457346836,2,Inulin Mono,4,COMM10<BH,0.08
1328,0.200552666,2,Inulin Mono,4,COMM10<BH,0.08
1329,0.133207128,2,Inulin Mono,4,COMM10<BH,0.08
1330,0.13662019,0,Inulin Mono,4,COMM10<AC,0.08
1331,0.342469899,0,Inulin Mono,4,COMM10<AC,0.08
1332,0.435184403,0,Inulin Mono,4,COMM10<AC,0.08
1333,0.86669938,1,Inulin Mono,4,COMM10<AC,0.08
1334,0.771219428,1,Inulin Mono,4,COMM10<AC,0.08
1335,0.660124021,1,Inulin Mono,4,COMM10<AC,0.08
1336,1.153345371,0,Inulin Mono,4,COMM10<DL,0.08
1337,1.009208261,0,Inulin Mono,4,COMM10<DL,0.08
1338,0.894857742,0,Inulin Mono,4,COMM10<DL,0.08
1339,1.000450294,1,Inulin Mono,4,COMM10<DL,0.08
1340,0.87380161,1,Inulin Mono,4,COMM10<DL,0.08
1341,0.776026076,1,Inulin Mono,4,COMM10<DL,0.08
1342,0.601443251,0,Inulin,4,COMM10<PJ,0.16
1343,0.473982966,0,Inulin,4,COMM10<PJ,0.16
1344,0.367635035,0,Inulin,4,COMM10<PJ,0.16
1345,0.346001159,1,Inulin,4,COMM10<PJ,0.16
1346,0.38208839,1,Inulin,4,COMM10<PJ,0.16
1347,0.25176658,1,Inulin,4,COMM10<PJ,0.16
1348,0.536401134,2,Inulin,4,COMM10<PJ,0.16
1349,0.205283001,2,Inulin,4,COMM10<PJ,0.16
1350,0.090053466,2,Inulin,4,COMM10<PJ,0.16
1351,0.496477403,0,Inulin,4,COMM10<BT,0.16
1352,0.22800575,0,Inulin,4,COMM10<BT,0.16
1353,0.114268002,0,Inulin,4,COMM10<BT,0.16
1354,0.520742814,1,Inulin,4,COMM10<BT,0.16
1355,0.211592521,1,Inulin,4,COMM10<BT,0.16
1356,0.078477108,1,Inulin,4,COMM10<BT,0.16
1357,0.645468542,2,Inulin,4,COMM10<BT,0.16
1358,0.115824253,2,Inulin,4,COMM10<BT,0.16
1359,0.109087836,2,Inulin,4,COMM10<BT,0.16
1360,0.47953114,0,Inulin,4,COMM10<BV,0.16
1361,0.372367563,0,Inulin,4,COMM10<BV,0.16
1362,0.253276671,0,Inulin,4,COMM10<BV,0.16
1363,0.397483921,1,Inulin,4,COMM10<BV,0.16
1364,0.385523517,1,Inulin,4,COMM10<BV,0.16
1365,0.254276609,1,Inulin,4,COMM10<BV,0.16
1366,0.35953859,0,Inulin,4,COMM10<DP,0.16
1367,0.391284019,0,Inulin,4,COMM10<DP,0.16
1368,0.245655231,0,Inulin,4,COMM10<DP,0.16
1369,0.483617785,1,Inulin,4,COMM10<DP,0.16
1370,0.412735957,1,Inulin,4,COMM10<DP,0.16
1371,0.285276296,1,Inulin,4,COMM10<DP,0.16
1372,0.501061074,2,Inulin,4,COMM10<DP,0.16
1373,0.412288483,2,Inulin,4,COMM10<DP,0.16
1374,0.284634788,2,Inulin,4,COMM10<DP,0.16
1375,0.518568003,0,Inulin,4,COMM10<BP,0.16
1376,0.158040323,0,Inulin,4,COMM10<BP,0.16
1377,0.082214299,0,Inulin,4,COMM10<BP,0.16
1378,0.569140749,1,Inulin,4,COMM10<BP,0.16
1379,0.154844223,1,Inulin,4,COMM10<BP,0.16
1380,0.039601024,1,Inulin,4,COMM10<BP,0.16
1381,0.52875233,2,Inulin,4,COMM10<BP,0.16
1382,0.17259428,2,Inulin,4,COMM10<BP,0.16
1383,0.051340262,2,Inulin,4,COMM10<BP,0.16
1384,0.531851275,0,Inulin,4,COMM10<EL,0.16
1385,0.180205267,0,Inulin,4,COMM10<EL,0.16
1386,0.081259164,0,Inulin,4,COMM10<EL,0.16
1387,0.329165083,1,Inulin,4,COMM10<EL,0.16
1388,0.435780062,1,Inulin,4,COMM10<EL,0.16
1389,0.293947096,1,Inulin,4,COMM10<EL,0.16
1390,0.162530559,2,Inulin,4,COMM10<EL,0.16
1391,0.617089614,2,Inulin,4,COMM10<EL,0.16
1392,0.485743881,2,Inulin,4,COMM10<EL,0.16
1393,0.546786155,0,Inulin,4,COMM10<BH,0.16
1394,0.330863514,0,Inulin,4,COMM10<BH,0.16
1395,0.211517278,0,Inulin,4,COMM10<BH,0.16
1396,0.431808789,1,Inulin,4,COMM10<BH,0.16
1397,0.378401296,1,Inulin,4,COMM10<BH,0.16
1398,0.236982413,1,Inulin,4,COMM10<BH,0.16
1399,0.468864453,2,Inulin,4,COMM10<BH,0.16
1400,0.328130984,2,Inulin,4,COMM10<BH,0.16
1401,0.18720277,2,Inulin,4,COMM10<BH,0.16
1402,0.714699471,0,Inulin,4,COMM10<AC,0.16
1403,0.437923694,0,Inulin,4,COMM10<AC,0.16
1404,0.350245614,0,Inulin,4,COMM10<AC,0.16
1405,0.360909539,1,Inulin,4,COMM10<AC,0.16
1406,0.363673608,1,Inulin,4,COMM10<AC,0.16
1407,0.230680173,1,Inulin,4,COMM10<AC,0.16
1408,0.675778503,0,Inulin,4,COMM10<DL,0.16
1409,0.197396765,0,Inulin,4,COMM10<DL,0.16
1410,0.172604361,0,Inulin,4,COMM10<DL,0.16
1411,0.324867679,1,Inulin,4,COMM10<DL,0.16
1412,0.35548364,1,Inulin,4,COMM10<DL,0.16
1413,0.227384384,1,Inulin,4,COMM10<DL,0.16
1414,0.61167226,2,Inulin,4,COMM10<DL,0.16
1415,0.114244022,2,Inulin,4,COMM10<DL,0.16
1416,0.112987027,2,Inulin,4,COMM10<DL,0.16
1417,0.190498455,0,Xylan Mono,4,COMM10<PJ,0.203
1418,0.219857659,0,Xylan Mono,4,COMM10<PJ,0.203
1419,0.221055183,0,Xylan Mono,4,COMM10<PJ,0.203
1420,0.167141784,1,Xylan Mono,4,COMM10<PJ,0.203
1421,0.194360768,1,Xylan Mono,4,COMM10<PJ,0.203
1422,0.195835929,1,Xylan Mono,4,COMM10<PJ,0.203
1423,0.156660581,2,Xylan Mono,4,COMM10<PJ,0.203
1424,0.189133177,2,Xylan Mono,4,COMM10<PJ,0.203
1425,0.191007409,2,Xylan Mono,4,COMM10<PJ,0.203
1426,0.107399174,0,Xylan Mono,4,COMM10<BT,0.203
1427,0.128357662,0,Xylan Mono,4,COMM10<BT,0.203
1428,0.129761659,0,Xylan Mono,4,COMM10<BT,0.203
1429,0.08559773,1,Xylan Mono,4,COMM10<BT,0.203
1430,0.062373776,1,Xylan Mono,4,COMM10<BT,0.203
1431,0.065139847,1,Xylan Mono,4,COMM10<BT,0.203
1432,0.079224718,2,Xylan Mono,4,COMM10<BT,0.203
1433,0.048972336,2,Xylan Mono,4,COMM10<BT,0.203
1434,0.051782631,2,Xylan Mono,4,COMM10<BT,0.203
1435,0.125731525,0,Xylan Mono,4,COMM10<BV,0.203
1436,0.164500253,0,Xylan Mono,4,COMM10<BV,0.203
1437,0.165296941,0,Xylan Mono,4,COMM10<BV,0.203
1438,0.110884931,1,Xylan Mono,4,COMM10<BV,0.203
1439,0.155061026,1,Xylan Mono,4,COMM10<BV,0.203
1440,0.155329428,1,Xylan Mono,4,COMM10<BV,0.203
1441,0.088027535,2,Xylan Mono,4,COMM10<BV,0.203
1442,0.12494453,2,Xylan Mono,4,COMM10<BV,0.203
1443,0.125577076,2,Xylan Mono,4,COMM10<BV,0.203
1444,0.138263819,0,Xylan Mono,4,COMM10<DP,0.203
1445,0.168365393,0,Xylan Mono,4,COMM10<DP,0.203
1446,0.170562177,0,Xylan Mono,4,COMM10<DP,0.203
1447,0.127826002,1,Xylan Mono,4,COMM10<DP,0.203
1448,0.152262877,1,Xylan Mono,4,COMM10<DP,0.203
1449,0.154830882,1,Xylan Mono,4,COMM10<DP,0.203
1450,0.12144611,2,Xylan Mono,4,COMM10<DP,0.203
1451,0.139122409,2,Xylan Mono,4,COMM10<DP,0.203
1452,0.141581711,2,Xylan Mono,4,COMM10<DP,0.203
1453,0.099024383,0,Xylan Mono,4,COMM10<BP,0.203
1454,0.037787892,0,Xylan Mono,4,COMM10<BP,0.203
1455,0.041364201,0,Xylan Mono,4,COMM10<BP,0.203
1456,0.087833267,1,Xylan Mono,4,COMM10<BP,0.203
1457,0.032009827,1,Xylan Mono,4,COMM10<BP,0.203
1458,0.034771327,1,Xylan Mono,4,COMM10<BP,0.203
1459,0.075135364,2,Xylan Mono,4,COMM10<BP,0.203
1460,0.032504112,2,Xylan Mono,4,COMM10<BP,0.203
1461,0.036965833,2,Xylan Mono,4,COMM10<BP,0.203
1462,0.090544044,0,Xylan Mono,4,COMM10<EL,0.203
1463,0.030366689,0,Xylan Mono,4,COMM10<EL,0.203
1464,0.032839098,0,Xylan Mono,4,COMM10<EL,0.203
1465,0.076980699,1,Xylan Mono,4,COMM10<EL,0.203
1466,0.016081375,1,Xylan Mono,4,COMM10<EL,0.203
1467,0.020233803,1,Xylan Mono,4,COMM10<EL,0.203
1468,0.082206931,2,Xylan Mono,4,COMM10<EL,0.203
1469,0.023413982,2,Xylan Mono,4,COMM10<EL,0.203
1470,0.026533018,2,Xylan Mono,4,COMM10<EL,0.203
1471,0.081749906,0,Xylan Mono,4,COMM10<BH,0.203
1472,0.042321246,0,Xylan Mono,4,COMM10<BH,0.203
1473,0.046609741,0,Xylan Mono,4,COMM10<BH,0.203
1474,0.077938432,1,Xylan Mono,4,COMM10<BH,0.203
1475,0.049448247,1,Xylan Mono,4,COMM10<BH,0.203
1476,0.05283093,1,Xylan Mono,4,COMM10<BH,0.203
1477,0.064913643,2,Xylan Mono,4,COMM10<BH,0.203
1478,0.045976598,2,Xylan Mono,4,COMM10<BH,0.203
1479,0.049034618,2,Xylan Mono,4,COMM10<BH,0.203
1480,0.15966204,0,Xylan Mono,4,COMM10<AC,0.203
1481,0.217385578,0,Xylan Mono,4,COMM10<AC,0.203
1482,0.216164555,0,Xylan Mono,4,COMM10<AC,0.203
1483,0.172096233,1,Xylan Mono,4,COMM10<AC,0.203
1484,0.221836616,1,Xylan Mono,4,COMM10<AC,0.203
1485,0.221269605,1,Xylan Mono,4,COMM10<AC,0.203
1486,0.110722521,2,Xylan Mono,4,COMM10<AC,0.203
1487,0.162713704,2,Xylan Mono,4,COMM10<AC,0.203
1488,0.162255658,2,Xylan Mono,4,COMM10<AC,0.203
1489,0.065503579,0,Xylan Mono,4,COMM10<DL,0.203
1490,0.088481899,0,Xylan Mono,4,COMM10<DL,0.203
1491,0.088682761,0,Xylan Mono,4,COMM10<DL,0.203
1492,0.025090602,1,Xylan Mono,4,COMM10<DL,0.203
1493,0.062434175,1,Xylan Mono,4,COMM10<DL,0.203
1494,0.06110891,1,Xylan Mono,4,COMM10<DL,0.203
1495,0.010190125,2,Xylan Mono,4,COMM10<DL,0.203
1496,0.059752094,2,Xylan Mono,4,COMM10<DL,0.203
1497,0.05712681,2,Xylan Mono,4,COMM10<DL,0.203
1498,0.085455928,0,Laminarin,4,COMM10<PJ,0.226
1499,0.13392022,0,Laminarin,4,COMM10<PJ,0.226
1500,0.121527902,0,Laminarin,4,COMM10<PJ,0.226
1501,0.047179506,1,Laminarin,4,COMM10<PJ,0.226
1502,0.091274167,1,Laminarin,4,COMM10<PJ,0.226
1503,0.082249649,1,Laminarin,4,COMM10<PJ,0.226
1504,0.032897902,2,Laminarin,4,COMM10<PJ,0.226
1505,0.075315061,2,Laminarin,4,COMM10<PJ,0.226
1506,0.066393449,2,Laminarin,4,COMM10<PJ,0.226
1507,0.038569664,0,Laminarin,4,COMM10<BT,0.226
1508,0.025202656,0,Laminarin,4,COMM10<BT,0.226
1509,0.036656506,0,Laminarin,4,COMM10<BT,0.226
1510,0.009105533,1,Laminarin,4,COMM10<BT,0.226
1511,0.0554551,1,Laminarin,4,COMM10<BT,0.226
1512,0.028125639,1,Laminarin,4,COMM10<BT,0.226
1513,0.06751449,2,Laminarin,4,COMM10<BT,0.226
1514,0.02100371,2,Laminarin,4,COMM10<BT,0.226
1515,0.040503643,2,Laminarin,4,COMM10<BT,0.226
1516,0.034353212,0,Laminarin,4,COMM10<BV,0.226
1517,0.030706565,0,Laminarin,4,COMM10<BV,0.226
1518,0.032420247,0,Laminarin,4,COMM10<BV,0.226
1519,0.086369231,1,Laminarin,4,COMM10<BV,0.226
1520,0.028323024,1,Laminarin,4,COMM10<BV,0.226
1521,0.066063148,1,Laminarin,4,COMM10<BV,0.226
1522,0.015536826,2,Laminarin,4,COMM10<BV,0.226
1523,0.044633172,2,Laminarin,4,COMM10<BV,0.226
1524,0.027730488,2,Laminarin,4,COMM10<BV,0.226
1525,0.040954756,0,Laminarin,4,COMM10<DP,0.226
1526,0.039892403,0,Laminarin,4,COMM10<DP,0.226
1527,0.053140927,0,Laminarin,4,COMM10<DP,0.226
1528,0.030640644,1,Laminarin,4,COMM10<DP,0.226
1529,0.080229836,1,Laminarin,4,COMM10<DP,0.226
1530,0.065722116,1,Laminarin,4,COMM10<DP,0.226
1531,0.094738306,2,Laminarin,4,COMM10<DP,0.226
1532,0.037833814,2,Laminarin,4,COMM10<DP,0.226
1533,0.079868088,2,Laminarin,4,COMM10<DP,0.226
1534,0.036841603,0,Laminarin,4,COMM10<BP,0.226
1535,0.044128399,0,Laminarin,4,COMM10<BP,0.226
1536,0.005454882,0,Laminarin,4,COMM10<BP,0.226
1537,0.044536152,1,Laminarin,4,COMM10<BP,0.226
1538,0.036017957,1,Laminarin,4,COMM10<BP,0.226
1539,0.012719408,1,Laminarin,4,COMM10<BP,0.226
1540,0.0491833,2,Laminarin,4,COMM10<BP,0.226
1541,0.074338717,2,Laminarin,4,COMM10<BP,0.226
