,Media,Time,Treatment,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
24,Xylan,24.0,SubCommD20_rep1.0,0.0,0.0,0.0,0.3432800908402725,0.0,0.0,0.3020479664166265,0.023221388755075355,0.1544505539880256,0.0
25,Xylan,24.0,SubCommD20_rep2.0,0.0,0.0,0.0,0.3132579595966898,0.0,0.0,0.3631959090744824,0.01949306132774385,0.12755307000108418,0.0
26,Xylan,0.0,SubCommD12,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
27,Xylan,24.0,SubCommD12_rep0.0,0.0,0.33003709917971663,0.0,0.2604629008202834,0.0,0.0,0.0,0.0,0.0,0.0
28,Xylan,24.0,SubCommD12_rep1.0,0.0,0.3314757525083612,0.0,0.2710242474916388,0.0,0.0,0.0,0.0,0.0,0.0
29,Xylan,24.0,SubCommD12_rep2.0,0.0,0.3504620278330021,0.0,0.2372165009940357,0.0,0.0,0.0,0.0,0.0,0.0
30,Xylan,0.0,SubCommC63,0.0,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0,0.0021428571428571425,0.0,0.0021428571428571425,0.0021428571428571425
31,Xylan,24.0,SubCommC63_rep0.0,0.0,0.1166672296377009,0.00045020430400435847,0.30826131844184146,0.2551372105693272,0.0,0.0018008172160174339,0.0,0.1617519749387088,0.09190599291746117
32,Xylan,24.0,SubCommC63_rep1.0,0.0,0.12052643261872772,0.0005937262690577723,0.3428175477539576,0.3190684969916467,0.0,0.0031467492260061924,0.0,0.1585842864653309,0.0651317717156376
33,Xylan,24.0,SubCommC63_rep2.0,0.0,0.1268608743638482,0.00012346557115702986,0.3281097553498068,0.2911318167882764,0.0,0.002469311423140597,0.0,0.16235722607149425,0.08679629652339198
34,Xylan,0.0,COMM10<BH,0.0008730030659996772,0.00020251734710343715,3.227368081329676e-05,0.0004744231079554624,0.0003453283847022753,0.00031224786186864615,0.006892851379699855,0.00028723575923834114,0.0005599483621106987,2.0171050508310473e-05
35,Xylan,24.0,COMM10<BH_rep0.0_passage1.0,0.011307346180181943,0.07637092829893377,0.0,0.35618140467573123,0.16377115328181552,0.06348796830675928,0.018536633082265483,0.0028731781277511487,0.06682456226156705,0.1881468257849946
36,Xylan,24.0,COMM10<BH_rep1.0_passage1.0,0.012520815389032445,0.09524763135228252,0.0,0.3374359747344244,0.17904766006316394,0.06913278782658627,0.02074877978753948,0.0010732127476313523,0.05956330749354007,0.15972983060579962
37,Xylan,24.0,COMM10<BH_rep2.0_passage1.0,0.003876421764525053,0.12732554565016907,0.0,0.3411251152782048,0.21767599139256072,0.029818628957885025,0.02206578542883492,0.0,0.07424838610513372,0.15386412542268674
38,Xylan,0.0,COMM10<BH_rep0.0_passage2.0,0.0005653673090090972,0.0038185464149466885,0.0,0.017809070233786563,0.008188557664090776,0.003174398415337964,0.0009268316541132741,0.00014365890638755744,0.0033412281130783526,0.00940734128924973
39,Xylan,0.0,COMM10<BH_rep1.0_passage2.0,0.0006260407694516222,0.004762381567614126,0.0,0.01687179873672122,0.008952383003158197,0.0034566393913293136,0.001037438989376974,5.3660637381567615e-05,0.0029781653746770035,0.00798649153028998
40,Xylan,0.0,COMM10<BH_rep2.0_passage2.0,0.00019382108822625267,0.006366277282508453,0.0,0.01705625576391024,0.010883799569628035,0.0014909314478942512,0.001103289271441746,0.0,0.003712419305256686,0.0076932062711343365
41,Xylan,24.0,COMM10<BH_rep0.0_passage2.0,0.011802551303383252,0.2545810316139767,0.0,0.3929069328896284,0.18146422628951747,0.005960288408208542,0.05246234054353855,0.0,0.020359400998336108,0.14446322795341102
42,Xylan,24.0,COMM10<BH_rep1.0_passage2.0,0.013561532753868984,0.24064744541021835,0.0006138965444138224,0.3846898982404071,0.1880197689209243,0.007255140979436081,0.04888848844604622,0.0,0.019644689421242315,0.14967913928344284
43,Xylan,24.0,COMM10<BH_rep2.0_passage2.0,0.010663874345549737,0.20317486910994767,0.0,0.4413581151832461,0.16879790575916231,0.003437696335078534,0.05310890052356022,0.0,0.02153821989528796,0.16992041884816755
44,Xylan,0.0,COMM10<BH_rep0.0_passage3.0,0.0005901275651691626,0.012729051580698836,0.0,0.01964534664448142,0.009073211314475874,0.0002980144204104271,0.0026231170271769277,0.0,0.0010179700499168055,0.007223161397670551
45,Xylan,0.0,COMM10<BH_rep1.0_passage3.0,0.0006780766376934492,0.012032372270510917,3.069482722069112e-05,0.019234494912020356,0.009400988446046216,0.00036275704897180405,0.002444424422302311,0.0,0.0009822344710621158,0.007483956964172142
46,Xylan,0.0,COMM10<BH_rep2.0_passage3.0,0.0005331937172774868,0.010158743455497384,0.0,0.022067905759162305,0.008439895287958115,0.0001718848167539267,0.002655445026178011,0.0,0.001076910994764398,0.008496020942408377
47,Xylan,24.0,COMM10<BH_rep1.0_passage3.0,0.007878961948993726,0.4328117412205655,0.0,0.3313590401694777,0.20556123197262285,0.0,0.03788983948504848,0.0,0.01248240039110242,0.05674623156522447
48,Xylan,0.0,COMM10<BH_rep1.0_passage4.0,0.0003939480974496863,0.021640587061028276,0.0,0.016567952008473885,0.010278061598631143,0.0,0.001894491974252424,0.0,0.000624120019555121,0.0028373115782612235
49,Xylan,24.0,COMM10<BH_rep0.0_passage4.0,0.015052965972264647,0.2257301606695583,0.0,0.4637471439916916,0.18269411692834006,0.0,0.048118027979717766,0.0,0.015181623801087419,0.10247596065734008
50,Xylan,24.0,COMM10<BH_rep1.0_passage4.0,0.010503407628916163,0.24531129385583644,0.0,0.335523488299315,0.1477064571090789,0.0,0.031912792517125074,0.0,0.01427292325880594,0.2672696373309225
51,Xylan,24.0,COMM10<BH_rep2.0_passage4.0,0.00939133468662776,0.29812630043136257,0.0,0.2393818827708704,0.15343497843187007,0.0,0.03989698046181172,0.0,0.01185251205277848,0.2689160111646789
52,Xylan,0.0,SubCommD19,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075
53,Xylan,24.0,SubCommD19_rep0.0,0.0,0.0,0.0,0.4938418216582652,0.0,0.0,0.0,0.0,0.0,0.07165817834173474
54,Xylan,24.0,SubCommD19_rep1.0,0.0,0.0,0.0,0.4783502559219141,0.0,0.0,0.0,0.0,0.0,0.11814974407808596
55,Xylan,24.0,SubCommD19_rep2.0,0.0,0.0,0.0,0.4993883281475298,0.0,0.0,0.0,0.0,0.0,0.1406942399635729
56,Xylan,0.0,SubCommC66,0.0,0.0,0.0,0.0,0.004999999999999999,0.0,0.0,0.0,0.004999999999999999,0.004999999999999999
57,Xylan,24.0,SubCommC66_rep1.0,0.0,0.0,0.0,0.0,0.3870221947806041,0.0,0.0,0.0,0.2439272412941467,0.05303992755412859
58,Xylan,24.0,SubCommC66_rep2.0,0.0,0.0,0.0,0.0,0.4088573830204539,0.0,0.0,0.0,0.22457383020453905,0.055524796861866066
59,Xylan,0.0,SubCommC58,0.003,0.0,0.003,0.003,0.0,0.003,0.0,0.0,0.003,0.0
60,Xylan,24.0,SubCommC58_rep0.0,0.08806694283347141,0.0,0.002456338028169014,0.2079217895608948,0.0,0.07766362883181441,0.0,0.0,0.058085169842584924,0.0
61,Xylan,0.0,SubCommC67,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0,0.0,0.0021428571428571425,0.0,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425
62,Xylan,24.0,SubCommC67_rep1.0,0.02733273021537951,0.30735723119060465,0.001427829190355646,0.0,0.0,0.13951930945760882,0.0,0.05225174918039592,0.16369041789434371,0.11742195294020005
63,Xylan,24.0,SubCommC67_rep2.0,0.025474657429575668,0.2875478274158219,0.000842137435688452,0.0,0.0,0.1824490754419031,0.0,0.04892818501349906,0.14855304365544292,0.12013090520095765
64,Xylan,0.0,SubCommD5,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Xylan,24.0,SubCommD5_rep0.0,0.0,0.7284818831649001,0.005518116835099828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Xylan,24.0,SubCommD5_rep1.0,0.0,0.4916308272168221,0.0013691727831779408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Xylan,24.0,SubCommD5_rep2.0,0.0,0.5226078218812541,0.0028921781187458305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Xylan,0.0,subcomm7,0.0021428571428571425,0.0,0.0,0.0021428571428571425,0.0021428571428571425,0.0,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425
69,Xylan,12.0,subcomm7_rep2.0,0.028813726050900774,0.0,0.0,0.010658736059479557,0.2855604232199028,0.0,0.0017569345152988278,0.010892993994852732,0.0024597083214183586,0.06945747783814699
70,Xylan,6.0,subcomm7_rep0.0,0.017561020036429873,0.0,0.0,0.0026908014571949,0.11175194568637192,0.0,0.004930990230170558,0.009321245239278023,0.003192912733896341,0.006051084616658387
71,Xylan,6.0,subcomm7_rep1.0,0.01823305233579206,0.0,0.0,0.002554478398314015,0.11210087811731648,0.0,0.004312996136283807,0.012568774148226205,0.002906181945907973,0.005423638918159466
72,Xylan,6.0,subcomm7_rep2.0,0.01751199778331948,0.0,0.0,0.003379135494596841,0.10770728733721252,0.0,0.005058077029648102,0.011837600443336106,0.003039096702687725,0.004866805209199224
73,Xylan,0.0,COMM10<BT,0.0010212884374565187,0.0002337553916794212,3.617642966467233e-05,0.0005920411854737718,0.006202866286350354,0.00042507304855989985,0.0004570752748017253,0.00032210936412967856,0.000682482259635453,2.713232224850424e-05
74,Xylan,24.0,COMM10<BT_rep0.0_passage1.0,0.012451938790670034,0.059129698410340215,0.0,0.2495150794829892,0.17759322537513,0.07335076511662457,0.0010206507205467242,0.0014289110087654135,0.08403357599168028,0.2574761551032536
75,Xylan,24.0,COMM10<BT_rep1.0_passage1.0,0.010447111111111112,0.06741955555555555,0.0027902222222222213,0.21088888888888888,0.1877235555555556,0.06696533333333332,0.0020115555555555555,0.012199111111111112,0.07079377777777777,0.3177608888888889
76,Xylan,24.0,COMM10<BT_rep2.0_passage1.0,0.010261735269241614,0.07571824781505497,0.003218177332957429,0.17202068649563013,0.14767183535382014,0.06278481815618832,0.0018823301381449113,0.01505864110515929,0.08021155201578799,0.2926719763180152
77,Xylan,0.0,COMM10<BT_rep0.0_passage2.0,0.0006225969395335017,0.002956484920517011,0.0,0.01247575397414946,0.0088796612687565,0.0036675382558312283,5.103253602733621e-05,7.144555043827068e-05,0.004201678799584014,0.01287380775516268
78,Xylan,0.0,COMM10<BT_rep1.0_passage2.0,0.0005223555555555556,0.0033709777777777778,0.00013951111111111107,0.010544444444444443,0.009386177777777779,0.0033482666666666662,0.00010057777777777778,0.0006099555555555556,0.0035396888888888887,0.015888044444444447
79,Xylan,0.0,COMM10<BT_rep2.0_passage2.0,0.0005130867634620807,0.0037859123907527485,0.00016090886664787144,0.008601034324781506,0.007383591767691007,0.003139240907809416,9.411650690724557e-05,0.0007529320552579645,0.0040105776007893995,0.014633598815900761
80,Xylan,24.0,COMM10<BT_rep0.0_passage2.0,0.009624389702618731,0.1681369285397248,0.0020872170439414114,0.4364602751886373,0.1361329338659565,0.0017973257878384375,0.002029238792720817,0.0,0.018784953395472703,0.26994673768308924
81,Xylan,24.0,COMM10<BT_rep1.0_passage2.0,0.010178622668579627,0.19937796600816687,0.0006711179781481073,0.4198402218298201,0.1456885277563183,0.0031878103962035107,0.004194487363425671,0.0,0.01739314093367178,0.21296810506566607
82,Xylan,24.0,COMM10<BT_rep2.0_passage2.0,0.009975176208730063,0.1923970260912576,0.0007823667614690242,0.3996590206504266,0.13495826635340671,0.002216705824162236,0.004629003338691727,0.0,0.016299307530604674,0.2935831272412514
83,Xylan,0.0,COMM10<BT_rep0.0_passage3.0,0.0004812194851309366,0.00840684642698624,0.00010436085219707057,0.021823013759431863,0.006806646693297826,8.986628939192188e-05,0.00010146193963604085,0.0,0.0009392476697736351,0.013497336884154462
84,Xylan,0.0,COMM10<BT_rep1.0_passage3.0,0.0005089311334289814,0.009968898300408344,3.3555898907405366e-05,0.020992011091491007,0.007284426387815915,0.00015939051981017554,0.00020972436817128355,0.0,0.000869657046683589,0.010648405253283304
85,Xylan,0.0,COMM10<BT_rep2.0_passage3.0,0.0004987588104365031,0.00961985130456288,3.9118338073451206e-05,0.019982951032521328,0.006747913317670336,0.0001108352912081118,0.00023145016693458634,0.0,0.0008149653765302337,0.01467915636206257
86,Xylan,24.0,COMM10<BT_rep0.0_passage3.0,0.006655667437746632,0.20602143148727714,0.0008747448632467001,0.3371190638182065,0.11455354469995915,0.0,0.09489080146958767,0.0,0.010534970744318951,0.3467412573139202
87,Xylan,24.0,COMM10<BT_rep1.0_passage3.0,0.00769872135503155,0.2672222849551644,0.0005332447691796744,0.31691403188309525,0.12964513450680834,0.0,0.07188806044503486,0.0,0.010098322816340086,0.1985003653271338
88,Xylan,24.0,COMM10<BT_rep2.0_passage3.0,0.008794121506363994,0.3064751344967852,0.0005374185365000218,0.3666660105847876,0.16210497310064295,0.0,0.0727957835804575,0.0,0.009868958579364038,0.18892704369505314
89,Xylan,0.0,COMM10<BT_rep0.0_passage4.0,0.0003327833718873316,0.010301071574363857,4.3737243162335006e-05,0.016855953190910326,0.005727677234997957,0.0,0.004744540073479383,0.0,0.0005267485372159476,0.017337062865696008
90,Xylan,0.0,COMM10<BT_rep1.0_passage4.0,0.00038493606775157746,0.01336111424775822,2.666223845898372e-05,0.015845701594154764,0.006482256725340417,0.0,0.003594403022251743,0.0,0.0005049161408170043,0.009925018266356691
91,Xylan,0.0,COMM10<BT_rep2.0_passage4.0,0.0004397060753181997,0.01532375672483926,2.687092682500109e-05,0.01833330052923938,0.008105248655032147,0.0,0.003639789179022875,0.0,0.0004934479289682019,0.009446352184752657
92,Xylan,24.0,COMM10<BT_rep0.0_passage4.0,0.014183296378418328,0.2425343680709533,0.0,0.2581359940872136,0.18367368810051732,0.0,0.02552993348115299,0.0,0.008509977827050997,0.22693274205469324
93,Xylan,24.0,COMM10<BT_rep1.0_passage4.0,0.011470497691123651,0.2575874807593638,0.0,0.2885910723447922,0.1768783991790662,0.0,0.043720882503848126,0.0,0.013299127757824523,0.1804525397639815
94,Xylan,24.0,COMM10<BT_rep2.0_passage4.0,0.012291408584128836,0.2962016322961452,0.0,0.258048531662173,0.18152918458063108,0.0,0.022309261823216502,0.0,0.024156525541062453,0.18046345551264306
95,Xylan,0.0,SubCommB59,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375,0.0
96,Xylan,24.0,SubCommB59_rep0.0,0.0,0.0,0.0,0.0,0.0,0.17238006796541167,0.03689856330540695,0.04657228222468962,0.22870846875946305,0.0
97,Xylan,24.0,SubCommB59_rep1.0,0.0,0.0,0.0,0.0,0.0,0.19613783285596806,0.035848974846156026,0.04908469500609704,0.1840140203612852,0.0
98,Xylan,24.0,SubCommB59_rep2.0,0.0,0.0,0.0,0.0,0.0,0.01643472974146666,0.05337311021684375,0.0733068469355259,0.31297557106047885,0.0
99,Xylan,0.0,subcomm2,0.0,0.00375,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.0
100,Xylan,24.0,subcomm2_rep0.0,0.0,0.1999650331613854,0.0037077376565954312,0.0,0.17333673544583642,0.0748288872512896,0.0,0.0,0.0,0.0
101,Xylan,24.0,subcomm2_rep1.0,0.0,0.21668819599109126,0.006342093541202673,0.0,0.1860347438752784,0.06553496659242762,0.0,0.0,0.0,0.0
102,Xylan,12.0,subcomm2_rep0.0,0.0,0.17038859857482186,0.0012076009501187648,0.0,0.12609691211401425,0.07950688836104512,0.0,0.0,0.0,0.0
103,Xylan,12.0,subcomm2_rep2.0,0.0,0.1527570264101728,0.00187394848386045,0.0,0.13468249103358332,0.08148653407238345,0.0,0.0,0.0,0.0
104,Xylan,6.0,subcomm2_rep0.0,0.0,0.05673848054354541,0.004779184681902409,0.0,0.09689637636401073,0.02728595841054149,0.0,0.0,0.0,0.0
105,Xylan,6.0,subcomm2_rep1.0,0.0,0.05263890485436894,0.004714601941747575,0.0,0.10336203495145632,0.031984458252427184,0.0,0.0,0.0,0.0
106,Xylan,6.0,subcomm2_rep2.0,0.0,0.05284862385321101,0.0072183486238532124,0.0,0.08094862385321101,0.055684403669724776,0.0,0.0,0.0,0.0
107,Xylan,0.0,SubCommC15,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
108,Xylan,24.0,SubCommC15_rep0.0,0.020565943197321097,0.07655101079002853,0.00025390053330026044,0.3699330770184795,0.2535196825003101,0.16808215304477242,0.002919856132952996,0.004697159866054818,0.055858117326057305,0.05941272479226095
109,Xylan,24.0,SubCommC15_rep1.0,0.02019847761037325,0.09097309045094233,0.0001598824085253819,0.25314714683185474,0.2846439813113549,0.21989160585857528,0.0021317654470050925,0.006022237387789386,0.054466607170980105,0.07040155388734318
110,Xylan,24.0,SubCommC15_rep2.0,0.02385799972859276,0.1058984394083322,0.0002742298819378477,0.26184383227032165,0.2729501424888044,0.2027929976930384,0.0015996743113041118,0.006490107205862397,0.04753317953589361,0.07129976930384041
111,Xylan,0.0,SubCommC64,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.0,0.001875,0.001875
112,Xylan,24.0,SubCommC64_rep0.0,0.02733172024019781,0.10714705051218652,0.0001117861768515248,0.2104374779229954,0.2513512186506535,0.2046804898151419,0.0,0.0,0.05438397503826682,0.08512517367243612
113,Xylan,24.0,SubCommC64_rep1.0,0.02983603175315065,0.11702593173969593,0.0006010135892720994,0.20108197515360807,0.23405186347939186,0.2167512580167736,0.0,0.0,0.05177302776158228,0.0955611606942638
114,Xylan,24.0,SubCommC64_rep2.0,0.03149915005408747,0.1235472106320507,0.00039190233348786896,0.2119701746252511,0.2337697419255138,0.20276046978828616,0.0,0.0,0.04918374285272755,0.08685535465924896
115,Xylan,0.0,subcomm6,0.0021428571428571425,0.0,0.0,0.0021428571428571425,0.0,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425
116,Xylan,24.0,subcomm6_rep0.0,0.06505213991334671,0.0,0.0,0.3597903413293881,0.0,0.0760504702525626,0.023787086547606463,0.04817098171827116,0.006309119729472683,0.22763986050935225
117,Xylan,24.0,subcomm6_rep1.0,0.0754550168301941,0.0,0.0,0.3956462364821314,0.0,0.09504318556184199,0.022949452123469168,0.049897672419967065,0.007070285755210198,0.16313815082718613
118,Xylan,24.0,subcomm6_rep2.0,0.038060584461867435,0.0,0.0,0.4050327868852459,0.0,0.08293799002138276,0.033232002851033504,0.05453456878118319,0.006532786885245902,0.17666928011404134
119,Xylan,12.0,subcomm6_rep0.0,0.047946392483602204,0.0,0.0,0.03483382379010814,0.0,0.10279113632334694,0.0040762985286296755,0.047005708207764584,0.002793547243396561,0.08215309342315193
120,Xylan,12.0,subcomm6_rep1.0,0.04694952551936394,0.0,0.0,0.025771531161836368,0.0,0.0751669658886894,0.00369869197230059,0.05046924852526288,0.002744190818158502,0.027799846114388304
121,Xylan,12.0,subcomm6_rep2.0,0.04444754705795168,0.0,0.0,0.05255218615681043,0.0,0.07498923966207204,0.004564191492515192,0.046239098858752034,0.0030712316585148947,0.06193650511338372
122,Xylan,6.0,subcomm6_rep1.0,0.04519975589146558,0.0,0.0,0.012754802365975024,0.0,0.014734616467937285,0.008927161768847995,0.025041648671486245,0.006659374706600319,0.01448264012768754
123,Xylan,6.0,subcomm6_rep2.0,0.04458120705532337,0.0,0.0,0.011049125168236876,0.0,0.017544400368350217,0.00734520790536233,0.02478224835304952,0.007076808103704754,0.0137778564850889
124,Xylan,0.0,SubCommB46,0.0,0.0,0.00375,0.00375,0.0,0.0,0.00375,0.0,0.00375,0.0
125,Xylan,24.0,SubCommB46_rep0.0,0.0,0.0,0.005459839126687734,0.35751683424303365,0.0,0.0,0.042406118931341566,0.0,0.1653551278368285,0.0
126,Xylan,24.0,SubCommB46_rep1.0,0.0,0.0,0.008869875648521779,0.34105541464218075,0.0,0.0,0.023628156139339537,0.0,0.2235606192868319,0.0
127,Xylan,0.0,SubCommD18,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0
128,Xylan,24.0,SubCommD18_rep0.0,0.0,0.0,0.0,0.3102160365267542,0.0,0.3252839634732458,0.0,0.0,0.0,0.0
129,Xylan,24.0,SubCommD18_rep1.0,0.0,0.0,0.0,0.32179541386071103,0.0,0.3835425794902395,0.0,0.0,0.0,0.0
130,Xylan,24.0,SubCommD18_rep2.0,0.0,0.0,0.0,0.27204878048780484,0.0,0.3773170731707317,0.0,0.0,0.0,0.0
131,Xylan,0.0,subcomm5,0.0021428571428571425,0.0,0.0021428571428571425,0.0021428571428571425,0.0,0.0,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425,0.0021428571428571425
132,Xylan,24.0,subcomm5_rep0.0,0.07018105263157895,0.0,0.0009747368421052633,0.4402266028708134,0.0,0.0,0.02321645933014354,0.0576866985645933,0.008595406698564593,0.13991904306220096
133,Xylan,24.0,subcomm5_rep1.0,0.06502897845726201,0.0,0.002343386611072504,0.5232447533009034,0.0,0.0,0.010963701644660644,0.04921111883252258,0.007281236970118138,0.06452682418346074
134,Xylan,24.0,subcomm5_rep2.0,0.06905105394476467,0.0,0.0021798847113481887,0.474573724511744,0.0,0.0,0.017951991740514494,0.053791860965327364,0.009168338638905616,0.11848314548739568
135,Xylan,12.0,subcomm5_rep0.0,0.05524317727090836,0.0,0.009625230092036816,0.047436394557823135,0.0,0.0,0.0075873149259703876,0.0768764305722289,0.0034174269707883155,0.1132140256102441
136,Xylan,12.0,subcomm5_rep1.0,0.06794535490605429,0.0,0.014017693110647184,0.05055991649269311,0.0,0.0,0.007807045929018791,0.07594921711899791,0.004023799582463465,0.031096972860125263
137,Xylan,12.0,subcomm5_rep2.0,0.055093953616786304,0.0,0.01750082827167311,0.048968663721700716,0.0,0.0,0.0060916344561016,0.08191733848702375,0.0043752070679182785,0.029852374378796245
138,Xylan,6.0,subcomm5_rep1.0,0.05376991150442478,0.0,0.017639380530973452,0.011676991150442477,0.0,0.0,0.01006637168141593,0.017097345132743358,0.012389380530973451,0.016059734513274342
139,Xylan,0.0,subcomm4,0.0,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875
